Date,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DD,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,RTX,PFE,PG,TRV,UNH,V,VZ,WBA,WMT,XOM,
20100614,9.08,39.89,64.82,61,22.76,74.18,33.93,36.88,133.44,32.06,128.5,20.89,58.42,37.33,25.76,69.3,78.14,35.02,25.5,18.06,42.1,14.52,61.25,50.05,30.59,18.45,26.77,29.54,51.24,61.37,
20100615,9.27,41.59,67.48,63.46,23.33,75.23,34.99,38.15,136.9,32.26,129.79,21.48,59.14,38.25,26.09,70.4,79.77,36.02,26.58,18.5,43.17,14.7,61.91,51.23,31.19,19.23,27.22,30.18,51.64,62.51,
20100616,9.54,42.34,67.03,64.39,23.29,74.95,34.79,38.05,137.06,32.14,130.35,21.49,59.24,38.52,26.2,70.29,80.88,36.01,26.32,18.46,43.16,14.66,61.19,50.83,31.39,19.29,27.28,29.24,50.98,62.51,
20100617,9.71,42.06,67.26,64.95,23.17,75.32,35.07,37.97,137.32,31.91,130.98,21.52,59.18,38.44,26.18,70.05,81.03,35.86,26.37,18.64,43.15,14.66,61.76,51.71,31.5,19.56,27.2,29.27,51.41,62.6,
20100618,9.79,42.03,67.96,65.85,23.49,75.52,35.15,38.45,138.18,31.94,130.15,21.4,59.18,39.18,26.16,69.88,81.18,35.67,26.44,18.74,43.54,14.41,61.3,51.35,31.33,19.26,27.23,30.09,51.55,63.1,
20100621,9.65,42.6,67.97,66.07,23.34,75.72,35.06,38.39,137.74,31.43,130.65,21.19,59.13,38.87,26.24,69.92,81.47,35.12,25.95,18.59,43.66,14.3,61.1,51.17,31.15,20.23,27.17,30.14,51.02,63.13,
20100622,9.78,41.94,66.28,64.11,22.97,74,34.35,37.37,134.79,30.61,129.3,20.98,59.16,38.33,26.23,68.64,80.03,35.13,25.77,18.11,42.79,14.18,60.72,51.01,30.64,19.69,27.17,28.17,50.68,61.94,
20100623,9.68,42.17,67.45,64.33,22.86,72.26,34.34,37.44,135.07,30.5,130.11,20.81,59.24,38.89,26.12,68.63,80.12,35.42,25.31,18.13,42.79,14.1,61.38,51.11,30.21,19.44,27.42,28.13,50.81,61.1,
20100624,9.61,41.06,67.43,63.37,22.57,70.83,33.6,36.02,134.98,29.67,128.19,20.32,59.6,38.03,25.9,67.73,78.18,35.61,25,17.41,42.38,13.7,60.87,50.54,29.76,19.12,27.08,27.59,50.03,60.07,
20100625,9.53,42.67,68.77,64.71,22.18,70.06,33.48,36.07,139.66,30.2,127.12,20.03,58.7,39.44,25.13,67.42,78.9,35.93,24.53,17.53,42.7,13.87,59.79,51.12,29.88,19.17,26.69,26.93,48.8,59.1,
20100628,9.58,42.11,67.3,64.4,22.42,69.96,33.22,36.34,136.66,29.59,128.98,20.36,59.45,38.54,25.54,67.33,78.98,35.94,24.31,17.63,42.23,13.77,60.62,51.07,29.19,18.81,26.84,26.9,49.57,58.47,
20100629,9.15,40.09,63.04,60.85,21.62,68.36,32.3,34.41,133.76,28.63,125.09,19.79,59.24,37.06,25.17,66.46,78.49,35.43,23.31,17.04,40.89,13.53,60.32,49.73,28.63,17.86,26.76,26.49,48.9,57.29,
20100630,8.98,39.7,62.75,60.07,21.31,67.86,31.5,33.78,131.27,28.07,123.48,19.45,59.06,36.61,25.06,65.87,78.99,34.97,23.01,16.89,40.85,13.51,59.98,49.25,28.4,17.69,26.2,26.7,48.07,57.07,
20100701,8.87,39.48,62.26,59.97,21.26,67.48,31.49,33.12,131.14,27.92,122.57,19.25,59.07,36.08,25.02,66.71,78.55,34.44,23.16,17.02,40.52,13.48,59.54,48.93,27.85,18.22,26.3,26.56,48.34,56.61,
20100702,8.82,39.42,61.94,59.18,21.13,67.31,31.38,32.71,131.08,27.76,121.86,19.2,59.08,35.83,25.03,66.14,77.67,34.22,23.27,16.97,40.46,13.4,59.38,48.54,28.3,18.3,26.81,26.36,48,56.57,
20100706,8.88,39.21,61.36,59.81,21.34,67.56,31.72,32.84,132.26,27.34,123.46,19.48,59.08,36.33,25.22,66.11,78.14,34.65,23.82,16.8,40.65,13.54,59.34,48.58,28.89,18.07,26.61,26.62,48.57,57.46,
20100707,9.24,41.15,63.3,62.18,22.48,69.45,33.14,34.59,135.83,28.01,127,20.14,60.61,38.15,25.74,67.31,80.52,35.43,24.3,17.14,41.88,13.85,60.82,49.95,29.2,18.7,26.52,27.15,48.92,58.43,
20100708,9.22,42.12,64.73,63.17,22.55,70.41,33.34,35.59,135.46,28.15,127.97,20.1,61.38,38.16,26.21,69.02,81.22,35.86,24.41,17.57,42.31,14.04,61.95,50.09,29.68,18.77,26.78,28.12,49.18,58.81,
20100709,9.27,42.58,64.66,64.72,22.7,71.84,33.75,36.96,138.06,28.26,127.96,20.24,60.54,38.85,26.2,69.22,82.16,36.3,24.27,17.54,42.48,13.99,61.75,51.15,29.97,19.35,26.65,28.4,49.43,58.78,
20100712,9.19,42.83,64.34,64.28,22.86,71.85,33.77,36.67,137.25,28.31,128.67,20.57,60.21,39.19,26.23,69.94,82.26,36.09,24.83,17.45,41.96,14.14,62.09,51.12,30.04,19.13,26.49,28.14,50.12,58.94,
20100713,8.99,44.17,64.43,66.79,23.09,73.23,34.45,38.04,140.25,28.64,130.48,21.01,60.5,40.48,26.36,70.84,83.55,36.45,25.13,17.62,42.64,14.01,62.39,51.2,30.14,19.15,26.89,29.11,50.54,59.42,
20100714,9.03,43.7,64.75,66.7,23.74,73.05,34.24,38.45,139.06,28.28,130.72,21.36,60.62,40.35,26.41,70.9,83.05,36.2,25.44,17.64,42.8,14.06,62.66,51.39,30.32,19.07,26.84,29.62,50.35,59.26,
20100715,8.98,43.43,64.37,66.51,23.92,73.04,34.05,37.92,145.22,28.34,130.72,21.51,60.26,40.46,26.43,71.33,83.06,36.49,25.51,17.66,42.89,14.09,62.73,50.3,30.88,18.82,26.8,29.72,50.41,59.27,
20100716,8.93,41.38,61.9,63.94,22.75,71.5,33.03,35.84,146.17,27.11,128.03,21.02,59.44,39,26.19,69.94,80.95,35.91,24.89,17.24,41.55,13.79,61.99,49.62,30.34,17.86,26.69,29.21,49.67,57.96,
20100719,8.77,41.58,63.18,64.8,22.73,72,33.31,35.79,145.68,27.07,129.79,21.59,59.57,39.04,26.14,69.91,81.22,35.8,25.23,17.15,41.78,13.95,61.86,49.71,30.82,17.81,26.72,29.23,49.52,58.43,
20100720,9,42.06,63.88,66.43,23.05,73.1,33.4,36.43,148.91,27.93,126.55,21.65,58.58,39.63,26.62,70.87,82.19,35.66,25.48,17.46,42.5,13.78,62.07,50.35,30.83,18.4,26.67,29.52,50.88,58.95,
20100721,9.08,41.15,63.18,66.87,22.56,72.17,32.81,36.34,146.99,27.47,125.27,21.26,57.12,38.42,27.04,70.11,82.3,35.19,25.12,17.41,42.18,13.74,61.11,49.87,30.7,18.09,26.52,28.86,50.35,58.17,
20100722,9.25,43.19,66.6,68,23.27,73.44,33.59,37.94,146.55,28.22,127.47,21.78,57.02,39.35,27.13,71.4,84.75,35.18,25.84,17.89,43.76,14.03,61.37,49.29,31,18.61,27,29.41,50.86,59.38,
20100723,9.28,44.79,67.93,69.31,23.35,73.52,34.13,38.35,147.38,28.25,128.38,21.69,57.63,39.83,27.38,69.9,86.17,34.87,25.81,18.18,44.62,13.81,61.91,50.14,30.92,18.9,28.02,30.14,51.67,59.72,
20100726,9.26,45.43,68.85,69.99,23.61,74.62,34.4,38.81,148.2,28.99,128.41,21.71,57.74,40.33,27.47,70.87,87.32,35.27,26.1,18.31,45.05,14.23,62.52,50.45,31.47,19.02,28.28,29.88,51.13,60.39,
20100727,9.43,44.55,68.62,69.18,23.3,75.3,34.28,38.95,147.23,28.58,128.63,21.58,58.1,40.69,27.53,70.4,86.8,35.18,26.16,18.42,44.74,14.47,63.08,50.58,30.78,19.15,28.59,29.09,50.96,60.81,
20100728,9.32,44.58,67.32,69.72,23.39,75.56,34.04,38.56,147.2,28.08,128.43,21.33,57.83,40.32,27.44,69.77,86.69,34.74,25.95,18.28,44.75,14.21,62.7,50.29,30.33,18.8,28.91,28.92,51.13,60.91,
20100729,9.22,44.56,67.22,69.4,23.21,76.02,33.71,38.83,152.58,28.05,128.02,21.03,57.83,40.21,27.5,69.38,86.34,35.06,26.03,18.38,44.78,14.3,61.67,50.52,30.44,18,28.88,28.32,51.06,60.34,
20100730,9.19,44.64,68.14,69.75,23.07,76.21,33.69,38.92,150.82,28.51,128.4,20.6,58.09,40.28,27.56,69.73,85.54,34.46,25.81,18.41,44.74,14.21,61.16,50.45,30.45,18.34,29.06,28.55,51.19,59.68,
20100802,9.35,44.99,69.69,71.05,23.8,77.8,34.48,40.34,152.74,29.12,130.76,21.15,58.72,41.64,28.21,70.25,87.41,35.07,26.33,18.58,45.69,14.66,62.06,50.85,31.44,18.06,29.56,29.13,51.41,61.94,
20100803,9.35,44.6,69.54,70.37,23.82,78.66,34.21,36.31,153.19,28.45,130.37,20.87,59.35,41.08,28.19,70.45,87.21,34.82,26.16,18.27,45.33,15.48,59.94,50.12,32.42,18.25,29.54,28.82,51.29,62.72,
20100804,9.39,44.11,69.25,71.12,24.14,79.02,34.83,35.3,156.41,28.72,131.27,20.73,59.74,41.29,28.28,70.69,88,35.19,25.73,18.5,45.73,15.57,59.55,50.68,32.91,18.11,29.4,28.5,51.6,62.72,
20100805,9.35,43.22,68.71,71.96,24.17,79.07,34.98,35.97,155.92,28.71,131.83,20.67,59.76,41.27,28.19,70.45,87.72,35.07,25.37,18.52,46.07,15.34,59.86,50.67,33.42,17.88,29.55,28.19,51.62,62.71,
20100806,9.29,43.5,68.7,71.56,24.07,78.73,35,36.23,155.18,28.68,130.14,20.65,59.96,40.44,28.38,71.74,87.29,34.98,25.55,18.49,45.77,15.38,60.02,50.27,33.45,18.04,29.55,28,51.79,61.97,
20100809,9.35,43.75,68.99,72.07,24.77,79.29,35.16,37.03,155.4,28.7,132,20.65,60.05,39.82,28.56,72.92,88.03,35.36,25.61,18.53,46.16,15.56,60.38,50.61,33.49,18.68,29.86,28.35,52.06,62.45,
20100810,9.26,44.09,68.62,71.42,24.31,79.04,35.29,37.01,153.9,28.24,131.84,19.82,59.43,39.17,28.49,72.84,87.11,35.77,25.07,18.48,46.18,15.7,60.78,49.4,33.33,18.82,30.02,28.22,52.22,61.93,
20100811,8.94,42.96,65.6,68.71,23.73,77.13,34.22,35.86,149.25,27.71,129.83,19.43,58.5,37.77,28.02,71.57,84.1,34.89,24.86,18.02,44.85,15.16,60.27,48.96,31.99,18.38,29.56,27.73,51.02,60.39,
20100812,8.99,42.15,64.7,67.5,21.36,77.07,33.99,35.57,149.42,27.61,128.3,19.45,58.52,37.81,27.85,72.06,84.01,35.04,24.49,17.88,44.42,15.35,59.99,49.63,32.13,18.25,30.32,28.03,50.43,60.23,
20100813,8.9,41.73,64.84,68.01,21.36,77.4,33.68,35.83,148.08,27.31,127.87,19.15,58.15,37.5,27.87,71.89,84.01,35,24.4,17.65,44.49,15.23,59.82,50.14,32.03,18.06,30.03,28.17,50.4,59.91,
20100816,8.84,41.54,64.4,68.49,21.91,77.71,33.66,35.86,147.76,27.38,127.77,19.47,58.01,37.69,27.94,71.79,83.43,34.97,24.5,17.77,44.27,15.19,59.77,49.91,31.9,18.21,29.96,28.19,50.41,59.88,
20100817,9,41.74,65.99,69.74,22.05,77.77,33.76,36.31,148.59,28.31,128.45,19.53,59.22,37.48,28.06,73.22,84.09,35.54,24.71,17.93,44.37,15.41,60.29,49.91,32.35,18.34,30.17,28.22,51.02,60.82,
20100818,9.04,41.69,66,69.75,22.41,77.04,33.91,36.63,149.2,28.86,129.39,19.59,59.35,37.89,27.92,73.25,83.61,35.37,24.82,18.06,44.01,15.25,60.75,50.08,32.54,18.22,30.15,28.21,50.86,60.15,
20100819,8.92,40.96,64.62,69.29,22.22,75.84,33.19,35.47,147.05,28.22,128.9,18.9,58.72,37.07,27.64,72.97,81.81,34.71,24.44,17.84,43.11,15.19,60.19,49.84,31.79,17.91,29.62,28.16,50.06,59.29,
20100820,8.92,40.76,64.6,68.86,22.23,75.05,33.05,34.79,148.24,28.17,127.5,18.91,58.74,37.14,27.65,73.08,80.66,34.44,24.23,17.82,42.87,15.08,59.98,50.09,31.61,17.52,29.37,28.45,50.22,58.89,
20100823,8.78,40.2,63.3,66.84,21.68,75.05,32.93,34.24,146.74,27.83,126.47,18.7,58.87,36.88,27.8,73.34,81.08,34.97,24.28,17.74,42.3,15.25,60.03,49.74,31.5,17.53,29.41,28.48,51.14,59.5,
20100824,8.57,39.57,60.93,65.04,21.13,73.78,32.14,32.93,143.95,27.78,124.9,18.41,58.01,36.21,27.83,72.72,80.45,34.44,24.04,17.51,41.32,14.99,59.66,49.26,31.04,17.67,29.47,27.95,51.3,58.94,
20100825,8.67,39.8,60.76,64.7,21.21,74.07,32.11,32.93,144.68,28.33,125.27,18.48,57.98,36.23,27.7,73.19,80.75,34.54,24.1,17.53,41.07,15.15,59.67,49.52,31.96,17.72,29.66,27.5,51.55,58.91,
20100826,8.58,39.73,61.32,63.95,20.7,73.33,31.94,33.81,141.81,28.38,122.78,18.18,57.8,35.63,27.58,73.16,79.78,34.48,23.82,17.6,40.94,15.06,59.54,49.03,31.85,17.48,29.5,27.14,50.97,58.48,
20100827,8.63,40.91,63.16,65.9,20.81,74.93,32.78,35.2,139.75,28.74,124.73,18.37,57.6,36.6,28.08,73.99,81,35,23.93,17.74,41.89,15.24,59.8,49.87,32.37,17.78,29.84,27.32,51,59.8,
20100830,8.66,39.89,62.1,64.47,20.32,73.78,32.35,34.65,136.66,27.99,123.4,17.96,57.3,35.85,27.78,72.74,79.65,34.73,23.64,17.59,41.15,15.02,59.37,48.95,31.91,17.39,29.44,27.19,50.55,59,
20100831,8.68,39.87,61.13,65.16,19.99,74.08,32.54,34.71,136.93,27.82,123.13,17.67,57.02,36.36,27.94,73.06,78.55,35.16,23.47,17.5,41.04,15.07,59.67,48.99,31.72,17.25,29.53,26.88,50.14,59.11,
20100901,8.94,41.07,62.29,68.16,20.26,76.77,33.51,36.44,139.74,28.67,125.77,18.14,58.29,37.74,28.66,74.54,81.01,35.62,23.9,18.03,42.4,15.42,59.8,50.31,32.59,17.63,30.26,27.69,51.2,60.91,
20100902,9.01,40.88,63.39,68.54,20.52,77.45,33.91,36.86,139.78,29.41,125.04,18.28,58.61,38.16,28.69,75.02,81.87,35.35,23.94,18.24,42.44,15.54,60.07,50.22,32.86,18,30.11,28.3,51.76,61.06,
20100903,9.24,41.8,64.64,70.08,21.04,78,34.67,37.7,147.29,29.85,127.58,18.43,58.93,39.17,28.78,75.09,83.48,35.59,24.29,18.56,42.96,15.59,60.29,51.03,33.91,18.13,30.2,28.3,52.04,61.32,
20100907,9.21,40.09,63.42,69.7,20.58,77.05,33.84,36.3,145.21,29.33,125.95,18.12,58.7,38.28,28.82,75.8,82.14,35.46,23.96,18.51,42.78,15.47,60.14,50.13,33.78,17.88,30.22,28.49,51.86,60.55,
20100908,9.39,40.07,64.5,70.74,20.64,77.25,33.84,36.68,147.54,29.45,126.08,17.9,58.85,39.12,28.92,76.08,82.75,35.81,23.93,18.54,43.09,15.69,60.37,49.86,33.85,17.14,30.46,28.67,51.83,60.75,
20100909,9.4,40.69,63.44,70.64,20.61,77.36,34.08,36.58,149.14,29.41,126.36,18,59.82,40.1,29.15,74.37,82.96,36.08,24.01,18.48,43.18,15.89,60.29,50.27,34.02,16.7,30.84,28.72,51.91,61.05,
20100910,9.41,40.19,63.84,71.26,20.62,78.82,34.15,37.01,150.39,29.68,127.99,17.97,59.98,39.76,29.26,75.01,83.94,36.65,23.85,18.44,43.35,16.1,60.4,50.06,34.49,17.02,30.82,28.96,51.97,61.2,
20100913,9.54,41.22,64.19,72.24,21.26,79.25,34.27,37.87,154.37,29.99,129.61,18.56,60.32,41.12,29.02,74.57,84.86,36.22,25.11,18.67,43.29,16.08,60.48,50.44,34.72,16.37,30.9,29.06,52.21,61,
20100914,9.57,40.38,62.76,71.83,21.45,79.51,34.05,37.78,152.53,29.97,128.85,18.74,60.58,40.72,28.8,73.94,84.63,36.52,25.03,18.82,43.25,16.18,60.64,51.02,34.61,16.78,30.91,29.22,52.66,61.01,
20100915,9.65,40.85,62.73,72.13,21.59,79.21,34.21,37.27,152.56,29.94,129.43,18.72,61.05,40.98,28.71,74.71,84.58,36.51,25.12,19.14,42.96,16.36,61.11,52.49,34.27,17.23,31.19,29.21,52.86,61,
20100916,9.88,40.96,62.58,72,21.93,79.05,34.17,37.61,152.23,29.95,129.67,18.97,61.29,40.99,28.76,74.8,84.95,36.43,25.33,19.16,43.13,16.26,61.11,52.7,34.24,17.1,31.42,29.12,53.15,60.97,
20100917,9.83,41.37,62.95,73.18,21.86,78.46,34.56,38.05,150.98,29.89,130.19,18.81,61.57,40.06,28.78,74.32,86.07,36.33,25.22,19.32,43.76,16.16,60.97,52.67,34.13,17.12,31.68,29.21,53.01,60.78,
20100920,10.12,43.12,63.72,74.75,21.75,79.9,34.9,38.69,151.9,30.65,131.79,18.93,62.09,41.19,28.99,75.11,87.41,36.54,25.43,19.59,44.28,16.37,61.43,53.56,34.93,17.58,32.09,29.24,53.54,61.55,
20100921,10.13,42.78,64.23,76.39,21.64,79.75,34.5,38.81,151.4,30.91,131.98,19.14,61.94,40.59,29.06,75.51,86.55,36.72,25.15,19.42,44.43,16.24,61.52,52.93,35.26,17.49,32.32,29.72,53.57,61.54,
20100922,10.28,42.79,63.9,76.18,21.67,79.25,33.99,38.96,148.07,30.88,132.57,19.01,61.97,39.94,29.12,75.13,86.63,36.96,24.61,19.33,44.42,16.31,61.79,52.33,35.68,17.66,32.39,29.79,53.82,61.45,
20100923,10.32,42.36,62.65,76.26,21.53,78.54,33.12,38.41,144.91,30.84,131.67,18.98,61.81,39.1,28.94,74.64,85.53,36.66,24.43,19.42,43.93,16.14,61.22,52.4,35.44,17.75,32.17,29.51,53.65,61.15,
20100924,10.44,43.13,64.6,79.73,22.09,80.12,33.58,39.97,147.28,31.64,134.11,19.42,62.14,39.75,29.31,75.1,86.96,37.34,24.78,19.89,45,16.48,61.64,53.12,35.73,18.09,32.64,30.36,54.08,61.75,
20100927,10.4,43.44,63.89,79.54,22.11,80.08,33.29,39.76,146,31.6,134.65,19.24,62.03,39.08,29.3,74.76,86.19,37.13,24.73,19.78,44.62,16.27,61.04,52.16,35.35,18.25,32.86,30.35,53.48,61.71,
20100928,10.25,43.69,64.52,79.67,21.86,80.88,33.22,39.68,145.01,31.81,134.89,19.51,62.43,38.95,29.55,74.63,87.04,37.25,24.68,20.16,45.06,16.51,60.62,52.69,35.04,18.32,32.72,33.81,53.82,62.06,
20100929,10.26,43.01,65.97,79.99,21.87,81.28,33.01,39.01,144.42,31.81,135.48,19.24,62.31,38.41,29.38,74.45,87.17,37.12,24.5,19.98,44.99,16.48,60.25,51.99,35.2,18.6,32.66,33.63,53.35,61.59,
20100930,10.13,42.03,66.54,78.68,21.9,81.05,33.1,39.11,144.58,31.68,134.14,19.2,61.96,38.06,29.26,74.51,86.71,36.81,24.49,20.04,44.83,16.27,59.97,52.1,35.11,18.57,32.59,33.5,53.52,61.79,
20101001,10.09,41.78,66.83,78.22,21.91,81.95,33.34,39.7,147.7,31.82,135.64,19.32,61.75,38.81,29.56,74.92,87.62,36.6,24.38,20.06,44.76,16.28,60.16,52.12,35.43,18.33,32.89,33.68,53.36,62.54,
20101004,9.95,39.05,66.33,77.27,21.76,81.31,33.14,39.12,146.57,31.67,135.25,18.87,61.67,38.95,29.44,74.95,86.7,36.52,23.91,19.97,44.39,16.01,59.96,52.12,34.54,18.31,33.03,33.11,53.57,62.19,
20101005,10.32,38.28,68.6,79.4,21.99,83.39,33.83,40.54,149.57,31.74,137.66,19.15,62.8,39.64,29.83,75.82,88.86,37.02,24.35,20.33,45.63,16.32,60.82,52.87,35.07,18.75,33.57,33.98,54,63.26,
20101006,10.29,38.06,68.6,78.86,22.27,83.66,33.55,41.24,151.05,31.66,137.52,19.24,63.15,39.85,29.88,75.4,89.82,36.95,24.33,20.28,45.83,16.28,60.79,52.73,34.05,18.51,33.25,34.03,54.53,63.72,
20101007,10.33,37.82,68.46,78.74,22.39,83.52,33.91,41.51,151.11,31.74,138.72,19.4,63.22,39.52,29.72,75.86,88.9,36.71,24.53,20.25,45.8,16.46,60.8,52.61,34.34,18.4,32.93,33.87,54.36,63.85,
20101008,10.5,37.99,69.23,80.37,22.48,83.94,34.51,42.77,152.66,31.89,138.85,19.52,63.23,39.31,29.71,76.1,89.16,36.91,24.57,20.51,45.88,16.54,61.86,52.81,34.35,18.5,32.83,33.98,54.41,64.38,
20101011,10.55,37.94,69.99,79.98,22.47,83.71,34.57,42.51,152.2,31.79,139.66,19.56,63.3,39.73,29.78,75.59,88.25,36.86,24.59,20.5,45.9,16.46,62.14,52.95,34.65,18.57,33.03,33.75,54.61,64.55,
20101012,10.66,38.54,70.22,79.34,22.62,83.84,34.48,42.45,155.21,31.41,139.85,19.77,63.29,40.4,29.8,75.58,88.15,36.64,24.83,20.47,45.93,16.56,62.02,52.82,35.02,18.56,32.54,34.04,53.92,64.7,
20101013,10.72,39.26,71.47,80.29,23.18,83.67,34.91,42.47,154.73,31,140.37,19.24,63.58,39.84,29.97,75.75,89.14,37.16,25.34,20.51,46.68,16.8,62.63,53.41,35.32,19.24,32.21,34.8,53.82,65.04,
20101014,10.8,39.44,71.36,79.91,23.07,83.9,34.85,41.74,151.59,30.81,141.5,19.32,63.74,38.72,29.96,77.04,89.07,37.15,25.23,20.44,46.66,16.73,62.8,53.46,35.78,19.29,32.44,34.49,53.25,65.3,
20101015,11.24,39.09,70.11,79.75,23.36,83.61,34.88,41.91,150.69,30.7,141.06,19.32,63.57,37.15,29.97,77.48,89.14,36.95,25.54,20.5,46.63,16.82,62.76,53.63,35.98,19.4,32.43,34.58,53.35,65.19,
20101018,11.36,39.55,70.23,80.24,23.3,84.48,34.75,42.49,153.7,30.53,142.83,19.19,63.86,38.2,30,77.32,89.66,37.23,25.82,20.42,46.92,16.86,63.35,54.4,36.25,19.59,32.59,34.41,53.76,66.28,
20101019,11.05,39.31,69.05,78.55,22.97,82.79,34.24,41.78,156.72,30.41,138.03,19.21,63.29,37.69,30.17,76.99,88.55,36.52,25.1,20.18,46.32,16.47,63.18,53.76,35.3,19.39,32.16,33.63,53.32,65.12,
20101020,11.09,39.73,71.36,80.32,23.4,84.02,34.62,42.99,159.6,30.73,139.07,19.64,63.6,38.1,30.58,77.41,89.47,36.99,25.31,20.31,46.52,16.73,63.37,54.64,36.73,19.88,32.64,34.03,53.47,66.01,
20101021,11.05,40.27,71.5,78.89,23.26,84.25,34.68,43.46,159.3,31.81,139.83,19.76,63.99,37.7,30.74,78.44,90.55,37.1,25.42,20.53,47.18,16.7,63.51,54.98,36.49,19.8,32.52,34.1,54.03,66.32,
20101022,10.98,39.03,71.26,78.33,23.48,84.55,34.97,43.01,157.76,31.48,139.67,19.84,63.81,37.7,30.81,78.55,90.44,37.1,25.38,20.48,47.16,16.58,63.4,55.1,37.26,19.82,32.09,34.07,54.06,66.34,
20101025,11.03,39.3,71.66,79.05,23.61,84.87,35.46,44.94,157.39,31.4,139.84,19.87,63.98,37.07,30.51,78.7,90.9,37.42,25.19,20.51,47.2,16.69,63.54,55.59,37.56,20.16,32.35,34.44,53.95,66.2,
20101026,11,40.1,71.3,78.65,23.4,85.15,35.96,44.86,158.29,31.29,140.67,20.04,63.84,37.2,30.62,78.76,90.47,37.07,25.9,20.45,46.99,16.57,62.86,55.03,37.57,20.01,32.5,34.14,54.56,66.53,
20101027,10.99,40.68,70.86,78.22,23.29,84.31,35.92,44.45,160.15,30.9,141.43,20.19,63.57,37.54,30.6,77.48,90.37,36.46,26.05,20.26,46.86,16.37,63.08,54.73,35.93,19.98,32.51,33.95,53.87,65.67,
20101028,10.9,41.22,71.27,77.74,23.19,84.44,36.51,43.95,163.24,31.19,140.9,20.47,63.56,37.51,30.61,77.48,85.07,36.94,26.28,20.28,47.01,16.64,63.19,54.74,36.25,19.11,32.41,34.14,54.08,66.22,
20101029,10.75,41.46,70.64,78.6,22.86,82.6,36.13,43.92,161.13,30.9,143.6,20.05,63.74,37.63,30.66,77.77,84.22,36.31,26.67,20.36,47.05,16.5,63.57,55.2,36.05,19.54,32.48,33.88,54.17,66.49,
20101101,10.86,41.56,70.48,79.27,22.92,81.45,36.03,43.99,161.57,30.71,143.32,20.57,63.69,37.42,30.86,77.88,83.98,36.25,26.95,20.27,46.97,16.69,63.62,55.77,36.11,19.33,32.4,34.05,54.31,66.95,
20101102,11.05,42.39,69.78,79.75,23.17,82.15,36.11,44.7,162.82,31.51,143.84,20.34,63.88,36.96,30.93,78.4,84.8,36.61,27.39,20.44,47.36,16.53,64.02,55.52,37,19.61,32.8,34.49,54.79,67.84,
20101103,11.17,42.07,68.94,79.88,23.71,82.7,36.29,44.94,162.63,31.46,144.17,20.48,64.19,37.72,30.98,78.5,85.3,36.51,27.03,20.46,47.23,16.66,64.31,55.91,36.66,19.75,32.99,35.18,54.91,67.97,
20101104,11.37,43.73,70.85,83.18,24.21,85.14,37.03,46.67,166.39,31.94,146.79,20.97,64.76,39.8,31.23,79.18,87.04,36.65,27.14,20.85,47.98,16.46,65,57.24,36.8,20,33.52,35.95,55.36,69.38,
20101105,11.33,44.07,71.27,83.54,24.26,84.98,37.2,46.28,171.07,31.92,146.92,21.24,64.65,40.94,31.29,79.3,86.34,35.7,26.85,21.03,48.3,16.28,65,57.44,36.86,19.95,33.43,35.14,55.2,70,
20101108,11.38,43.9,70.21,83.12,24.39,84.8,37.06,46.07,169.2,31.49,146.46,21.23,64.33,40.51,31.23,79.31,85.86,35.62,26.81,20.9,48.22,16.15,64.75,56.58,37.12,19.68,33.17,35.09,54.91,70.32,
20101109,11.29,43.36,69.25,81.91,24.35,83.56,36.86,45.3,166.55,31.47,146.14,21.16,64.31,39.9,31.32,79.1,85.3,35.05,26.95,20.8,48.26,16.1,64.81,56.58,36.98,19.58,33.01,35.24,55.05,70.63,
20101110,11.36,43.56,67.07,82.46,24.49,85.17,36.99,45.13,167.22,31.68,146.55,21.04,63.95,40.62,31.28,79.5,86.25,34.96,26.94,20.97,47.92,15.94,64.57,56.76,37.16,19.82,32.85,35.11,54.51,71.13,
20101111,11.31,43.35,65.37,82.44,20.52,86.09,35.93,45.3,167.71,31.7,145.43,21.21,63.92,40.02,31.4,79.7,86.5,35.21,26.68,20.92,47.44,16.09,64.36,56.41,37.47,19.81,32.63,35.21,54.34,71.83,
20101112,11,42.7,63.09,81.04,20.15,85.44,37.75,44.57,165.83,31.44,143.74,21.53,63.67,39.61,31.46,78.85,86.24,34.71,26.27,20.66,47.12,15.96,64.33,56.31,36.67,19.24,32.56,34.83,54.13,70.99,
20101115,10.97,42.7,63.61,81.82,19.95,84.86,37.25,44.37,167.22,31.39,143.64,21.3,64.14,40.08,31.48,79.07,86.2,34.54,26.2,20.45,47.39,15.87,64.29,56.78,35.47,19.09,32.77,34.51,53.95,70.48,
20101116,10.77,41.93,62.78,80.37,19.43,82.48,36.92,43.52,165.1,31.71,142.24,21.07,63.14,39.61,31.04,77.42,84.24,34.1,25.81,20.13,46.67,15.73,63.45,54.73,35.01,18.75,32.19,34.01,54.26,68.94,
20101117,10.73,41.41,62.5,81.17,19.41,82.46,37.22,43.52,164.89,30.83,141.95,21.08,63.06,39.18,31.26,78.37,83.95,34.47,25.57,20.35,46.34,15.61,63.27,55.37,35.33,18.93,32.34,34.01,53.77,69.01,
